authorityCode,authorityName,countyID,authorityType,authorityTitle,authorityID
390072,STRYKER LSD,WILLIAMS,E,SCHOOL DISTRICT,
390073,TEAYS VALLEY LSD,PICKAWAY,E,SCHOOL DISTRICT,
390074,TRI-VILLAGE LSD,DARKE,E,SCHOOL DISTRICT,
390075,TRIAD LSD,CHAMPAIGN,E,SCHOOL DISTRICT,
390076,TRIMBLE LSD,ATHENS,E,SCHOOL DISTRICT,
390077,UNION-SCIOTO LSD,ROSS,E,SCHOOL DISTRICT,
390078,UNITED LSD,COLUMBIANA,E,SCHOOL DISTRICT,
390079,VALLEY VIEW LSD,MONTGOMERY,E,SCHOOL DISTRICT,
390080,WAPAKONETA CSD,AUGLAIZE,E,SCHOOL DISTRICT,
390081,WAYNE TRACE LSD,PAULDING,E,SCHOOL DISTRICT,
390082,WAYNESFIELD-GOSHEN LSD,AUGLAIZE,E,SCHOOL DISTRICT,
390083,WELLINGTON EVSD,LORAIN,E,SCHOOL DISTRICT,
390084,WEST BRANCH LSD,MAHONING,E,SCHOOL DISTRICT,
390085,WEST LIBERTY-SALEM LSD,CHAMPAIGN,E,SCHOOL DISTRICT,
390086,WESTERN RESERVE LSD,HURON,E,SCHOOL DISTRICT,
390087,WYOMING CSD,HAMILTON,E,SCHOOL DISTRICT,
390089,BERKSHIRE LSD,GEAUGA,E,SCHOOL DISTRICT,
390090,BOWLING GREEN CSD,WOOD,E,SCHOOL DISTRICT,
390091,EATON CSD,PREBLE,E,SCHOOL DISTRICT,
390092,FRANKLIN MONROE LSD,DARKE,E,SCHOOL DISTRICT,
390093,SPENCERVILLE LSD,ALLEN,E,SCHOOL DISTRICT,
390094,FORT LORAMIE LSD,SHELBY,E,SCHOOL DISTRICT,
390095,MOUNT GILEAD EVSD,MORROW,E,SCHOOL DISTRICT,
390096,RIVERDALE LSD,HARDIN,E,SCHOOL DISTRICT,
390097,RIVERSIDE LSD,LOGAN,E,SCHOOL DISTRICT,
390098,BIG WALNUT LSD,DELAWARE,E,SCHOOL DISTRICT,
390099,JEFFERSON LSD,MADISON,E,SCHOOL DISTRICT,
390100,LIBERTY-BENTON LSD,HANCOCK,E,SCHOOL DISTRICT,
390101,VINTON COUNTY LSD,VINTON,E,SCHOOL DISTRICT,
390102,BARNESVILLE EVSD,BELMONT,E,SCHOOL DISTRICT,
390103,CLERMONT NORTHEASTERN LSD,CLERMONT,E,SCHOOL DISTRICT,
390104,COLUMBUS GROVE LSD,PUTNAM,E,SCHOOL DISTRICT,
390105,PARKWAY LSD,MERCER,E,SCHOOL DISTRICT,
390106,UPPER SANDUSKY EVSD,WYANDOT,E,SCHOOL DISTRICT,
390107,VANLUE LSD,HANCOCK,E,SCHOOL DISTRICT,
390108,MECHANICSBURG EVSD,CHAMPAIGN,E,SCHOOL DISTRICT,
390109,BLOOM-CARROLL LSD,FAIRFIELD,E,SCHOOL DISTRICT,
390110,ZANE TRACE,ROSS,E,SCHOOL DISTRICT,
390111,MASSILLON CSD,STARK,E,SCHOOL DISTRICT,
390112,NEW LEBANON LSD,MONTGOMERY,E,SCHOOL DISTRICT,
390113,NORTHRIDGE LSD,LICKING,E,SCHOOL DISTRICT,
390114,XENIA COMMUNITY CSD,GREENE,E,SCHOOL DISTRICT,
390115,NEWARK CSD,LICKING,E,SCHOOL DISTRICT,
390116,BELLEVUE CSD,HURON,E,SCHOOL DISTRICT,
390117,LEDGEMONT LSD,GEAUGA,E,SCHOOL DISTRICT,
390118,YELLOW SPRINGS EVSD,GREENE,E,SCHOOL DISTRICT,
390119,CARLISLE LSD,WARREN,E,SCHOOL DISTRICT,
390121,GREENFIELD EVSD,HIGHLAND,E,SCHOOL DISTRICT,
390122,JOHNSTOWN-MONROE LSD,LICKING,E,SCHOOL DISTRICT,
390123,PETTISVILLE LSD,FULTON,E,SCHOOL DISTRICT,
390124,RICHMOND HEIGHTS LSD,CUYAHOGA,E,SCHOOL DISTRICT,
390125,VAN WERT CSD,VAN WERT,E,SCHOOL DISTRICT,
390126,WALNUT TOWNSHIP LSD,FAIRFIELD,E,SCHOOL DISTRICT,
391001,ADA,HARDIN,D,VILLAGE,
391002,ADDYSTON,HAMILTON,D,VILLAGE,
391003,AKRON,SUMMIT,D,CITY,
391004,ALGER,HARDIN,D,VILLAGE,
391005,ALLIANCE,STARK,D,CITY,
391006,ALVORDTON,WILLIAMS,D,VILLAGE,
391007,AMBERLEY,HAMILTON,D,VILLAGE,
391008,AMHERST,LORAIN,D,CITY,
391009,ANDOVER,ASHTABULA,D,VILLAGE,
391010,ANNA,SHELBY,D,VILLAGE,
391011,ANSONIA,DARKE,D,VILLAGE,
391012,APPLE CREEK,WAYNE,D,VILLAGE,
391013,ARCANUM,DARKE,D,VILLAGE,
391014,ARCHBOLD,FULTON,D,VILLAGE,
391015,ARLINGTON,HANCOCK,D,VILLAGE,
391016,ARLINGTON HEIGHTS,HAMILTON,D,VILLAGE,
391017,ASHLAND,ASHLAND,D,CITY,
391018,ASHTABULA,ASHTABULA,D,CITY,
391019,ATHENS,ATHENS,D,CITY,
391020,AURORA,PORTAGE,D,CITY,
391021,AVON,LORAIN,D,CITY,
391022,AVON LAKE,LORAIN,D,CITY,
391023,BALTIC,TUSCARAWAS,D,VILLAGE,
391024,BALTIMORE,FAIRFIELD,D,VILLAGE,
391025,BARBERTON,SUMMIT,D,CITY,
391026,BARNESVILLE,BELMONT,D,VILLAGE,
391027,BATAVIA,CLERMONT,D,VILLAGE,
391028,BAY VILLAGE,CUYAHOGA,D,CITY,
391029,BEACH CITY,STARK,D,VILLAGE,
391030,BEACHWOOD,CUYAHOGA,D,CITY,
391031,BEDFORD,CUYAHOGA,D,CITY,
391032,BEDFORD HEIGHTS,CUYAHOGA,D,CITY,
391033,BELLAIRE,BELMONT,D,VILLAGE,
391034,BELLE CENTER,LOGAN,D,VILLAGE,
391035,BELLEFONTAINE,LOGAN,D,CITY,
391036,BELLEVUE,HURON,D,CITY,
391037,BELLVILLE,RICHLAND,D,VILLAGE,
391038,BELPRE,WASHINGTON,D,CITY,
391039,BENTLEYVILLE,CUYAHOGA,D,VILLAGE,
391040,BEREA,CUYAHOGA,D,CITY,
391041,BEVERLY,WASHINGTON,D,VILLAGE,
391042,BEXLEY,FRANKLIN,D,CITY,
391043,BLOOMDALE,WOOD,D,VILLAGE,
391044,BLUE ASH,HAMILTON,D,CITY,
391045,BLUFFTON,ALLEN,D,VILLAGE,
391046,BOLIVAR,TUSCARAWAS,D,VILLAGE,
391047,BOSTON HEIGHTS,SUMMIT,D,VILLAGE,
391048,BOTKINS,SHELBY,D,VILLAGE,
391049,BOWERSTON,HARRISON,D,VILLAGE,
391050,BOWLING GREEN,WOOD,D,CITY,
391051,BRADFORD,MIAMI,D,VILLAGE,
391052,BRADNER,WOOD,D,VILLAGE,
391053,BRADY LAKE,PORTAGE,D,VILLAGE,
391054,BRATENAHL,CUYAHOGA,D,VILLAGE,
391055,BRECKSVILLE,CUYAHOGA,D,CITY,
391056,BREMEN,FAIRFIELD,D,VILLAGE,
391057,BREWSTER,STARK,D,VILLAGE,
391058,BRICE,FRANKLIN,D,VILLAGE,
391059,BROADVIEW HEIGHTS,CUYAHOGA,D,CITY,
391060,BROOK PARK,CUYAHOGA,D,CITY,
391061,BROOKLYN,CUYAHOGA,D,CITY,
391062,BROOKLYN HEIGHTS,CUYAHOGA,D,VILLAGE,
391063,BROOKVILLE,MONTGOMERY,D,CITY,
391064,BRUNSWICK,MEDINA,D,CITY,
391065,BRYAN,WILLIAMS,D,CITY,
391066,BUCYRUS,CRAWFORD,D,CITY,
391067,BURTON,GEAUGA,D,VILLAGE,
391068,BUTLER,RICHLAND,D,VILLAGE,
391069,BYESVILLE,GUERNSEY,D,VILLAGE,
391070,CADIZ,HARRISON,D,VILLAGE,
391071,CAMBRIDGE,GUERNSEY,D,CITY,
391072,CAMPBELL,MAHONING,D,CITY,
391073,CANAL FULTON,STARK,D,CITY,
391074,CANAL WINCHESTER,FRANKLIN,D,VILLAGE,
391075,CANFIELD,MAHONING,D,CITY,
391076,CANTON,STARK,D,CITY,
391077,CARDINGTON,MORROW,D,VILLAGE,
391078,CAREY,WYANDOT,D,VILLAGE,
391079,CARLISLE,WARREN,D,CITY,
391080,CARROLLTON,CARROLL,D,VILLAGE,
391081,CEDARVILLE,GREENE,D,VILLAGE,
391082,CELINA,MERCER,D,CITY,
391083,CENTERBURG,KNOX,D,VILLAGE,
391084,CENTERVILLE,MONTGOMERY,D,CITY,
391085,CHAGRIN FALLS,CUYAHOGA,D,VILLAGE,
391086,CHARDON,GEAUGA,D,CITY,
391087,CHEVIOT,HAMILTON,D,CITY,
391088,CHILLICOTHE,ROSS,D,CITY,
391089,CINCINNATI,HAMILTON,D,CITY,
391090,CIRCLEVILLE,PICKAWAY,D,CITY,
391091,CLAY CENTER,OTTAWA,D,VILLAGE,
391092,CLEVELAND,CUYAHOGA,D,CITY,
391093,CLEVELAND HEIGHTS,CUYAHOGA,D,CITY,
391094,CLYDE,SANDUSKY,D,CITY,
391095,COAL GROVE,LAWRENCE,D,VILLAGE,
391096,COLDWATER,MERCER,D,VILLAGE,
391097,COLUMBIANA,COLUMBIANA,D,CITY,
391098,COLUMBUS,FRANKLIN,D,CITY,
391099,COLUMBUS GROVE,PUTNAM,D,VILLAGE,
391100,CONNEAUT,ASHTABULA,D,CITY,
391101,CONVOY,VAN WERT,D,VILLAGE,
391102,COSHOCTON,COSHOCTON,D,CITY,
391103,COVINGTON,MIAMI,D,VILLAGE,
391104,CRAIG BEACH,MAHONING,D,CITY,
391105,CRESTLINE,CRAWFORD,D,CITY,
391106,CROOKSVILLE,PERRY,D,VILLAGE,
391107,CUYAHOGA FALLS,SUMMIT,D,CITY,
391108,CUYAHOGA HEIGHTS,CUYAHOGA,D,VILLAGE,
391109,CYGNET,WOOD,D,VILLAGE,
391110,DALTON,WAYNE,D,VILLAGE,
391111,DANVILLE,KNOX,D,VILLAGE,
391112,DAYTON,MONTGOMERY,D,CITY,
391113,DEER PARK,HAMILTON,D,CITY,
391114,DEFIANCE,DEFIANCE,D,CITY,
391115,DEGRAFF,LOGAN,D,VILLAGE,
391116,DELAWARE,DELAWARE,D,CITY,
391117,DELPHOS,ALLEN,D,CITY,
391118,DELTA,FULTON,D,VILLAGE,
391119,DENNISON,TUSCARAWAS,D,VILLAGE,
391120,DESHLER,HENRY,D,VILLAGE,
391121,DOVER,TUSCARAWAS,D,CITY,
391122,DOYLESTOWN,WAYNE,D,VILLAGE,
391123,DRESDEN,MUSKINGUM,D,VILLAGE,
391124,DUBLIN,FRANKLIN,D,CITY,
391125,EAST CANTON,STARK,D,VILLAGE,
391126,EAST CLEVELAND,CUYAHOGA,D,CITY,
391127,EAST LIVERPOOL,COLUMBIANA,D,CITY,
391128,EAST PALESTINE,COLUMBIANA,D,VILLAGE,
391129,EASTLAKE,LAKE,D,CITY,
391130,EATON,PREBLE,D,CITY,
391131,EDGERTON,WILLIAMS,D,VILLAGE,
391132,EDON,WILLIAMS,D,VILLAGE,
391133,ELMORE,OTTAWA,D,VILLAGE,
391134,ELMWOOD PLACE,HAMILTON,D,VILLAGE,
391135,ELYRIA,LORAIN,D,CITY,
391136,ENGLEWOOD,MONTGOMERY,D,CITY,
391137,EUCLID,CUYAHOGA,D,CITY,
391138,EVENDALE,HAMILTON,D,VILLAGE,
391139,FAIRBORN,GREENE,D,CITY,
391140,FAIRFAX,HAMILTON,D,VILLAGE,
391141,FAIRFIELD,BUTLER,D,CITY,
391142,FAIRLAWN,SUMMIT,D,CITY,
391143,FAIRPORT HARBOR,LAKE,D,VILLAGE,
391144,FAIRVIEW PARK,CUYAHOGA,D,CITY,
391145,FARMERSVILLE,MONTGOMERY,D,VILLAGE,
391146,FAYETTE,FULTON,D,VILLAGE,
391147,FELICITY,CLERMONT,D,VILLAGE,
391148,FINDLAY,HANCOCK,D,CITY,
391149,FOREST,HARDIN,D,VILLAGE,
391150,FOREST PARK,HAMILTON,D,CITY,
391151,FORT LORAMIE,SHELBY,D,VILLAGE,
391152,FORT RECOVERY,MERCER,D,VILLAGE,
391153,FOSTORIA,HANCOCK,D,CITY,
391154,FRANKLIN,WARREN,D,CITY,
391155,FREDERICKTOWN,KNOX,D,VILLAGE,
391156,FREMONT,SANDUSKY,D,CITY,
391157,GAHANNA,FRANKLIN,D,CITY,
391158,GALENA,DELAWARE,D,VILLAGE,
391159,GALION,CRAWFORD,D,CITY,
391160,GALLIPOLIS,GALLIA,D,VILLAGE,
391161,GAMBIER,KNOX,D,VILLAGE,
391162,GARFIELD HEIGHTS,CUYAHOGA,D,CITY,
391163,GARRETTSVILLE,PORTAGE,D,VILLAGE,
391164,GATES MILLS,CUYAHOGA,D,VILLAGE,
391165,GENEVA,ASHTABULA,D,CITY,
391166,GENEVA-ON-THE-LAKE,ASHTABULA,D,VILLAGE,
391167,GENOA,OTTAWA,D,VILLAGE,
391168,GEORGETOWN,BROWN,D,VILLAGE,
391169,GERMANTOWN,MONTGOMERY,D,VILLAGE,
391170,GIBSONBURG,SANDUSKY,D,VILLAGE,
391171,GIRARD,TRUMBULL,D,CITY,
391172,GLANDORF,PUTNAM,D,VILLAGE,
391173,GLENWILLOW,CUYAHOGA,D,VILLAGE,
391174,GNADENHUTTEN,TUSCARAWAS,D,VILLAGE,
391175,GOLF MANOR,HAMILTON,D,VILLAGE,
391176,GRAFTON,LORAIN,D,VILLAGE,
391177,GRAND RAPIDS,WOOD,D,VILLAGE,
391178,GRAND RIVER,LAKE,D,VILLAGE,
391179,GRANDVIEW HEIGHTS,FRANKLIN,D,CITY,
391180,GRANVILLE,LICKING,D,VILLAGE,
391181,GREEN,SUMMIT,D,CITY,
391182,GREEN SPRINGS,SANDUSKY,D,VILLAGE,
391183,GREENFIELD,HIGHLAND,D,CITY,
391184,GREENHILLS,HAMILTON,D,VILLAGE,
391185,GREENVILLE,DARKE,D,CITY,
391186,GREENWICH,HURON,D,VILLAGE,
391187,GROVE CITY,FRANKLIN,D,CITY,
391188,GROVEPORT,FRANKLIN,D,VILLAGE,
391189,HAMILTON,BUTLER,D,CITY,
391190,HAMLER,HENRY,D,VILLAGE,
391191,HARRISON,HAMILTON,D,CITY,
391192,HARTVILLE,STARK,D,VILLAGE,
391193,HASKINS,WOOD,D,VILLAGE,
391194,HEATH,LICKING,D,CITY,
391195,HICKSVILLE,DEFIANCE,D,VILLAGE,
391196,HIGHLAND HEIGHTS,CUYAHOGA,D,CITY,
391197,HIGHLAND HILLS,CUYAHOGA,D,VILLAGE,
391198,HILLIARD,FRANKLIN,D,CITY,
391199,HILLSBORO,HIGHLAND,D,CITY,
391200,HIRAM,PORTAGE,D,VILLAGE,
391201,HOLGATE,HENRY,D,VILLAGE,
391202,HOLLAND,LUCAS,D,VILLAGE,
391203,HOPEDALE,HARRISON,D,VILLAGE,
391204,HUBBARD,TRUMBULL,D,CITY,
391205,HUBER HEIGHTS,MONTGOMERY,D,CITY,
391206,HUDSON,SUMMIT,D,CITY,
391207,HUNTING VALLEY,CUYAHOGA,D,VILLAGE,
391208,HUNTSVILLE,LOGAN,D,VILLAGE,
391209,HURON,ERIE,D,CITY,
391210,INDEPENDENCE,CUYAHOGA,D,CITY,
391211,IRONTON,LAWRENCE,D,CITY,
391212,JACKSON CENTER,SHELBY,D,VILLAGE,
391213,JAMESTOWN,GREENE,D,VILLAGE,
391214,JEFFERSON,ASHTABULA,D,VILLAGE,
391215,JEFFERSONVILLE,FAYETTE,D,VILLAGE,
391216,JEWETT,HARRISON,D,VILLAGE,
391217,JOHNSTOWN,LICKING,D,VILLAGE,
391218,KALIDA,PUTNAM,D,VILLAGE,
391219,KENT,PORTAGE,D,CITY,
391220,KENTON,HARDIN,D,CITY,
391221,KETTERING MONTGOMERY-GREENE,MONTGOMERY,D,CITY,
391222,KIRBY,WYANDOT,D,VILLAGE,
391223,KIRTLAND,LAKE,D,CITY,
391224,LAGRANGE,LORAIN,D,VILLAGE,
391225,LAKEMORE,SUMMIT,D,VILLAGE,
391226,LAKEVIEW,LOGAN,D,VILLAGE,
391227,LAKEWOOD,CUYAHOGA,D,CITY,
391228,LANCASTER,FAIRFIELD,D,CITY,
391229,LEBANON,WARREN,D,CITY,
391230,LEETONIA,COLUMBIANA,D,VILLAGE,
391231,LEIPSIC,PUTNAM,D,VILLAGE,
391232,LEWISBURG,PREBLE,D,VILLAGE,
391233,LEXINGTON,RICHLAND,D,VILLAGE,
391234,LIBERTY CENTER,HENRY,D,VILLAGE,
391235,LIMA,ALLEN,D,CITY,
391236,LINCOLN HEIGHTS,HAMILTON,D,VILLAGE,
391237,LINNDALE,CUYAHOGA,D,VILLAGE,
391238,LISBON,COLUMBIANA,D,VILLAGE,
391239,LITHOPOLIS,FAIRFIELD,D,VILLAGE,
391240,LOCKLAND,HAMILTON,D,VILLAGE,
391241,LOGAN,HOCKING,D,CITY,
391242,LONDON,MADISON,D,CITY,
391243,LORAIN,LORAIN,D,CITY,
391244,LORDSTOWN,TRUMBULL,D,VILLAGE,
391245,LOUDONVILLE,ASHLAND,D,VILLAGE,
391246,LOUISVILLE,STARK,D,CITY,
391247,LOVELAND,HAMILTON,D,CITY,
391248,LOWELLVILLE,MAHONING,D,VILLAGE,
391249,LUCKEY,WOOD,D,VILLAGE,
391250,LYNDHURST,CUYAHOGA,D,CITY,
391251,MACEDONIA,SUMMIT,D,CITY,
391252,MADEIRA,HAMILTON,D,CITY,
391253,MADISON,LAKE,D,VILLAGE,
391254,MALINTA,HENRY,D,VILLAGE,
391255,MALTA,MORGAN,D,VILLAGE,
391256,MANCHESTER,ADAMS,D,VILLAGE,
391257,MANSFIELD,RICHLAND,D,CITY,
391258,MANTUA,PORTAGE,D,VILLAGE,
391259,MAPLE HEIGHTS,CUYAHOGA,D,CITY,
391260,MARBLE CLIFF,FRANKLIN,D,VILLAGE,
391261,MARIEMONT,HAMILTON,D,VILLAGE,
391262,MARIETTA,WASHINGTON,D,CITY,
391263,MARION,MARION,D,CITY,
391264,MARSHALLVILLE,WAYNE,D,VILLAGE,
391265,MARYSVILLE,UNION,D,CITY,
391266,MASON,WARREN,D,CITY,
391267,MASSILLON,STARK,D,CITY,
391268,MAUMEE,LUCAS,D,CITY,
391269,MAYFIELD HEIGHTS,CUYAHOGA,D,CITY,
391270,MAYFIELD,CUYAHOGA,D,VILLAGE,
391271,MCCLURE,HENRY,D,VILLAGE,
391272,MCCOMB,HANCOCK,D,VILLAGE,
391273,MCCONNELSVILLE,MORGAN,D,VILLAGE,
391274,MCDONALD,TRUMBULL,D,VILLAGE,
391275,MCGUFFEY,HARDIN,D,VILLAGE,
391276,MECHANICSBURG,CHAMPAIGN,D,VILLAGE,
391277,MEDINA,MEDINA,D,CITY,
391278,MENTOR,LAKE,D,CITY,
391279,MENTOR-ON-THE-LAKE,LAKE,D,CITY,
391280,MIAMISBURG,MONTGOMERY,D,CITY,
391281,MIDDLE POINT,VAN WERT,D,VILLAGE,
391282,MIDDLEBURG HEIGHTS,CUYAHOGA,D,CITY,
391283,MIDDLEFIELD,GEAUGA,D,VILLAGE,
391284,MIDDLEPORT,MEIGS,D,VILLAGE,
391285,MIDDLETOWN,BUTLER,D,CITY,
391286,MIDVALE,TUSCARAWAS,D,VILLAGE,
391287,MILAN,ERIE,D,VILLAGE,
391288,MILFORD,CLERMONT,D,CITY,
391289,MILLBURY,WOOD,D,VILLAGE,
391290,MILLERSBURG,HOLMES,D,VILLAGE,
391291,MINERAL CITY,TUSCARAWAS,D,VILLAGE,
391292,MINERVA,CARROLL,D,VILLAGE,
391293,MINGO JUNCTION,JEFFERSON,D,VILLAGE,
391294,MINSTER,AUGLAIZE,D,VILLAGE,
391295,MOGADORE,SUMMIT,D,VILLAGE,
391296,MONROEVILLE,HURON,D,VILLAGE,
391297,MONTGOMERY,HAMILTON,D,CITY,
391298,MONTPELIER,WILLIAMS,D,VILLAGE,
391299,MORAINE,MONTGOMERY,D,CITY,
391300,MORELAND HILLS,CUYAHOGA,D,VILLAGE,
391301,MORROW,WARREN,D,VILLAGE,
391302,MOSCOW,CLERMONT,D,VILLAGE,
391303,MOUNT EATON,WAYNE,D,VILLAGE,
391304,MOUNT GILEAD,MORROW,D,VILLAGE,
391305,MOUNT HEALTHY,HAMILTON,D,CITY,
391306,MOUNT ORAB,BROWN,D,VILLAGE,
391307,MOUNT STERLING,MADISON,D,VILLAGE,
391308,MOUNT VERNON,KNOX,D,CITY,
391309,MUNROE FALLS,SUMMIT,D,CITY,
391310,NAPOLEON,HENRY,D,CITY,
391311,NAVARRE,STARK,D,VILLAGE,
391312,NELSONVILLE,ATHENS,D,CITY,
391313,NEW ALBANY,FRANKLIN,D,VILLAGE,
391314,NEW BOSTON,SCIOTO,D,VILLAGE,
391315,NEW BREMEN,AUGLAIZE,D,VILLAGE,
391316,NEW CARLISLE,CLARK,D,CITY,
391317,NEW CONCORD,MUSKINGUM,D,VILLAGE,
391318,NEW KNOXVILLE,AUGLAIZE,D,VILLAGE,
391319,NEW LEBANON,MONTGOMERY,D,VILLAGE,
391320,NEW LEXINGTON,PERRY,D,CITY,
391321,NEW LONDON,HURON,D,VILLAGE,
391322,NEW MIAMI,BUTLER,D,VILLAGE,
391323,NEW PHILADELPHIA,TUSCARAWAS,D,CITY,
391324,NEW WASHINGTON,CRAWFORD,D,VILLAGE,
391325,NEWARK,LICKING,D,CITY,
391326,NEWBURGH HEIGHTS,CUYAHOGA,D,VILLAGE,
391327,NEWCOMERSTOWN,TUSCARAWAS,D,VILLAGE,
391328,NEWTON FALLS,TRUMBULL,D,CITY,
391329,NEWTOWN,HAMILTON,D,VILLAGE,
391330,NILES,TRUMBULL,D,CITY,
391331,NORTH BALTIMORE,WOOD,D,VILLAGE,
391332,NORTH CANTON,STARK,D,CITY,
391333,NORTH COLLEGE HILL,HAMILTON,D,CITY,
391334,NORTH KINGSVILLE,ASHTABULA,D,VILLAGE,
391335,NORTH OLMSTED,CUYAHOGA,D,CITY,
391336,NORTH PERRY,LAKE,D,VILLAGE,
391337,NORTH RANDALL,CUYAHOGA,D,VILLAGE,
391338,NORTH RIDGEVILLE,LORAIN,D,CITY,
391339,NORTH ROYALTON,CUYAHOGA,D,CITY,
391340,NORTHFIELD,SUMMIT,D,VILLAGE,
391341,NORTHWOOD,WOOD,D,CITY,
391342,NORTON,SUMMIT,D,CITY,
391343,NORWALK,HURON,D,CITY,
391344,NORWOOD,HAMILTON,D,CITY,
391345,OAK HARBOR,OTTAWA,D,VILLAGE,
391346,OAKWOOD,MONTGOMERY,D,CITY,
391347,OAKWOOD,CUYAHOGA,D,VILLAGE,
391348,OBERLIN,LORAIN,D,CITY,
391349,OBETZ,FRANKLIN,D,VILLAGE,
391350,OHIO CITY,VAN WERT,D,VILLAGE,
391351,OLMSTED FALLS,CUYAHOGA,D,CITY,
391352,ONTARIO,RICHLAND,D,CITY,
391353,ORANGE,CUYAHOGA,D,VILLAGE,
391354,OREGON,LUCAS,D,CITY,
391355,ORRVILLE,WAYNE,D,CITY,
391356,ORWELL,ASHTABULA,D,VILLAGE,
391357,OTTAWA,PUTNAM,D,VILLAGE,
391358,OTTAWA HILLS,LUCAS,D,VILLAGE,
391359,OTTOVILLE,PUTNAM,D,VILLAGE,
391360,OXFORD,BUTLER,D,CITY,
391361,PAINESVILLE,LAKE,D,CITY,
391362,PANDORA,PUTNAM,D,VILLAGE,
391363,PARMA,CUYAHOGA,D,CITY,
391364,PARMA HEIGHTS,CUYAHOGA,D,CITY,
391365,PEMBERVILLE,WOOD,D,VILLAGE,
391366,PENINSULA,SUMMIT,D,VILLAGE,
391367,PEPPER PIKE,CUYAHOGA,D,CITY,
391368,PERRY,LAKE,D,VILLAGE,
391369,PERRYSBURG,WOOD,D,CITY,
391370,PERRYSVILLE,ASHLAND,D,VILLAGE,
391371,PHILLIPSBURG,MONTGOMERY,D,VILLAGE,
391372,PICKERINGTON,FAIRFIELD,D,CITY,
391373,PIONEER,WILLIAMS,D,VILLAGE,
391374,PIQUA,MIAMI,D,CITY,
391375,PLYMOUTH,HURON,D,VILLAGE,
391376,POMEROY,MEIGS,D,VILLAGE,
391377,PORT CLINTON,OTTAWA,D,CITY,
391378,PORT WASHINGTON,TUSCARAWAS,D,VILLAGE,
391379,PORTSMOUTH,SCIOTO,D,CITY,
391380,POWELL,DELAWARE,D,CITY,
391381,POWHATAN POINT,BELMONT,D,VILLAGE,
391382,RAVENNA,PORTAGE,D,CITY,
391383,READING,HAMILTON,D,CITY,
391384,REMINDERVILLE,SUMMIT,D,VILLAGE,
391385,REYNOLDSBURG,LICKING,D,CITY,
391386,RICHFIELD,SUMMIT,D,VILLAGE,
391387,RICHMOND HEIGHTS,CUYAHOGA,D,CITY,
391388,RIO GRANDE,GALLIA,D,VILLAGE,
391389,RIPLEY,BROWN,D,VILLAGE,
391390,RITTMAN,WAYNE,D,CITY,
391391,RIVERSIDE,MONTGOMERY,D,CITY,
391392,ROCK CREEK,ASHTABULA,D,VILLAGE,
391393,ROCKFORD,MERCER,D,VILLAGE,
391394,ROCKY RIVER,CUYAHOGA,D,CITY,
391395,ROSEVILLE,MUSKINGUM,D,VILLAGE,
391396,ROSSFORD,WOOD,D,CITY,
391397,ROSWELL,TUSCARAWAS,D,VILLAGE,
391398,RUSSIA,SHELBY,D,VILLAGE,
391399,ST. BERNARD,HAMILTON,D,CITY,
391400,ST. HENRY,MERCER,D,VILLAGE,
391401,ST. MARYS,AUGLAIZE,D,CITY,
391402,ST. PARIS,CHAMPAIGN,D,VILLAGE,
391403,SALEM,COLUMBIANA,D,CITY,
391404,SALINEVILLE,COLUMBIANA,D,VILLAGE,
391405,SANDUSKY,ERIE,D,CITY,
391406,SARDINIA,BROWN,D,VILLAGE,
391407,SCIO,HARRISON,D,VILLAGE,
391408,SEBRING,MAHONING,D,VILLAGE,
391409,SEVEN HILLS,CUYAHOGA,D,CITY,
391410,SEVILLE,MEDINA,D,VILLAGE,
391411,SHAKER HEIGHTS,CUYAHOGA,D,CITY,
391412,SHARONVILLE,HAMILTON,D,CITY,
391413,SHAWNEE HILLS,DELAWARE,D,VILLAGE,
391414,SHEFFIELD,LORAIN,D,VILLAGE,
391415,SHEFFIELD LAKE,LORAIN,D,CITY,
391416,SHELBY,RICHLAND,D,CITY,
391417,SHERRODSVILLE,CARROLL,D,VILLAGE,
391418,SHREVE,WAYNE,D,VILLAGE,
391419,SIDNEY,SHELBY,D,CITY,
391420,SILVER LAKE,SUMMIT,D,VILLAGE,
391421,SILVERTON,HAMILTON,D,CITY,
391422,SMITHVILLE,WAYNE,D,VILLAGE,
391423,SOLON,CUYAHOGA,D,CITY,
391424,SOUTH AMHERST,LORAIN,D,VILLAGE,
391425,SOUTH BLOOMFIELD,PICKAWAY,D,VILLAGE,
391426,SOUTH CHARLESTON,CLARK,D,VILLAGE,
391427,SOUTH EUCLID,CUYAHOGA,D,CITY,
391428,SOUTH LEBANON,WARREN,D,VILLAGE,
391429,SOUTH RUSSELL,GEAUGA,D,VILLAGE,
391430,SOUTH ZANESVILLE,MUSKINGUM,D,VILLAGE,
391431,SPENCERVILLE,ALLEN,D,VILLAGE,
391432,SPRINGBORO,WARREN,D,CITY,
391433,SPRINGDALE,HAMILTON,D,CITY,
391434,SPRINGFIELD,CLARK,D,CITY,
391435,STEUBENVILLE,JEFFERSON,D,CITY,
391436,STONE CREEK,TUSCARAWAS,D,VILLAGE,
391437,STOW,SUMMIT,D,CITY,
391438,STRASBURG,TUSCARAWAS,D,VILLAGE,
391439,STREETSBORO,PORTAGE,D,CITY,
391440,STRONGSVILLE,CUYAHOGA,D,CITY,
391441,STRUTHERS,MAHONING,D,CITY,
